task_id,system,model_id,seed,n_calls,in_tok,fresh_tok,out_tok
E05_bulk_metabol_multivariate,glm_omicverse,glm-5.1,1,16,220790,23396,4450
B08_aucell_pathway_scoring,glm_omicverse,glm-5.1,1,5,26277,6862,2448
G01_16s_diversity,glm_omicverse,glm-5.1,0,8,50599,8902,4615
G05_phylogenetic_diversity,glm_omicverse,glm-5.1,2,25,306767,20571,9987
B09_cnmf_gene_programs,glm_omicverse,glm-5.1,1,9,120114,24762,7866
A05_leiden_clustering,glm_omicverse,glm-5.1,0,7,36014,7492,2849
E07_ppi_network,glm_omicverse,glm-5.1,2,5,29490,8271,3947
B04_multi_method_batch_correction,glm_omicverse,glm-5.1,1,11,200959,26652,6821
B11_scrna_cell_cell_communication,glm_omicverse,glm-5.1,1,15,1169140,112401,7795
A02_normalize_log,glm_omicverse,glm-5.1,0,5,19516,4760,1298
E05_bulk_metabol_multivariate,glm_omicverse,glm-5.1,0,16,118372,11402,4758
E03_bulk_de_multi_method,glm_omicverse,glm-5.1,1,8,92458,19224,5765
C05_spatial_celltype_deconvolution,glm_omicverse,glm-5.1,1,19,389501,31327,10253
G03_16s_ordination_pcoa,glm_omicverse,glm-5.1,0,9,69931,11843,4843
A05_leiden_clustering,glm_omicverse,glm-5.1,2,2,9468,6173,2618
F03_paga_pseudotime,glm_omicverse,glm-5.1,0,5,23773,6375,2342
G04_16s_taxonomic_collapse,glm_omicverse,glm-5.1,1,10,135933,18321,7654
L04_foundation_model_perturbation_response,glm_omicverse,glm-5.1,1,45,731224,45995,17529
F04_multi_backend_pseudotime,glm_omicverse,glm-5.1,0,40,1394946,60016,13078
B03_diff_expression,glm_omicverse,glm-5.1,0,13,119379,17221,7295
E07_ppi_network,glm_omicverse,glm-5.1,0,14,251507,26778,6111
L04_foundation_model_perturbation_response,glm_omicverse,glm-5.1,0,46,798778,63999,12616
B11_scrna_cell_cell_communication,glm_omicverse,glm-5.1,2,13,303403,34517,5575
E06_pathway_enrichment,glm_omicverse,glm-5.1,0,17,218281,20782,8102
E04_bulk_wgcna,glm_omicverse,glm-5.1,1,17,319838,33453,15635
B03_diff_expression,glm_omicverse,glm-5.1,2,12,145956,22130,9682
A01_qc_filter,glm_omicverse,glm-5.1,2,15,166313,18278,7547
B01_full_pipeline,glm_omicverse,glm-5.1,0,9,69553,12881,5022
B06_reference_annotation,glm_omicverse,glm-5.1,2,3,17481,8400,1952
C02_visium_hd_svg,glm_omicverse,glm-5.1,2,15,471684,72592,7559
B05_multi_method_annotation,glm_omicverse,glm-5.1,0,8,170786,30236,2910
F04_multi_backend_pseudotime,glm_omicverse,glm-5.1,1,12,183646,26369,19740
F01_multi_mode_velocity,glm_omicverse,glm-5.1,2,19,369075,33080,17636
B09_cnmf_gene_programs,glm_omicverse,glm-5.1,2,16,278923,30525,7679
B03_diff_expression,glm_omicverse,glm-5.1,1,25,565497,40734,13290
B06_reference_annotation,glm_omicverse,glm-5.1,1,7,55645,11018,4638
A03_hvg,glm_omicverse,glm-5.1,1,4,15288,4256,730
A04_pca_neighbors_umap,glm_omicverse,glm-5.1,2,3,11021,4140,785
F01_multi_mode_velocity,glm_omicverse,glm-5.1,1,7,98976,20524,10293
C01_visium_spatial_domain,glm_omicverse,glm-5.1,1,50,2023359,69756,33056
C05_spatial_celltype_deconvolution,glm_omicverse,glm-5.1,0,30,649030,41804,11060
B02_subset_recluster,glm_omicverse,glm-5.1,1,4,16894,5088,1288
L02_foundation_model_celltype_annotation,glm_omicverse,glm-5.1,2,45,1289170,49390,7159
B02_subset_recluster,glm_omicverse,glm-5.1,0,3,11344,4346,654
F02_multi_method_trajectory,glm_omicverse,glm-5.1,2,24,835830,43188,10882
B01_full_pipeline,glm_omicverse,glm-5.1,1,28,818673,40206,13926
C04_spatial_trajectory_stt,glm_omicverse,glm-5.1,1,16,220952,25091,5898
B04_multi_method_batch_correction,glm_omicverse,glm-5.1,0,12,167127,20870,5581
B10_gene_regulatory_network,glm_omicverse,glm-5.1,2,23,1197748,88858,10182
F03_paga_pseudotime,glm_omicverse,glm-5.1,2,14,177525,19920,12255
A05_leiden_clustering,glm_omicverse,glm-5.1,1,6,30593,7008,2202
C02_visium_hd_svg,glm_omicverse,glm-5.1,0,26,673653,39466,16008
E04_bulk_wgcna,glm_omicverse,glm-5.1,2,39,674641,31615,12045
A01_qc_filter,glm_omicverse,glm-5.1,0,12,96027,13476,5381
C04_spatial_trajectory_stt,glm_omicverse,glm-5.1,2,14,170959,25289,6027
A04_pca_neighbors_umap,glm_omicverse,glm-5.1,0,3,10337,3752,393
C01_visium_spatial_domain,glm_omicverse,glm-5.1,2,36,1434509,75986,33256
B10_gene_regulatory_network,glm_omicverse,glm-5.1,0,20,707203,70944,6519
B02_subset_recluster,glm_omicverse,glm-5.1,2,6,28550,6291,2787
L02_foundation_model_celltype_annotation,glm_omicverse,glm-5.1,0,36,550728,34149,7811
G02_multi_method_da,glm_omicverse,glm-5.1,1,28,413515,29933,7163
B08_aucell_pathway_scoring,glm_omicverse,glm-5.1,2,4,16909,5183,1465
B05_multi_method_annotation,glm_omicverse,glm-5.1,1,35,836813,47558,16098
B06_reference_annotation,glm_omicverse,glm-5.1,0,6,58275,14885,8149
G04_16s_taxonomic_collapse,glm_omicverse,glm-5.1,2,6,43137,10010,4545
L01_foundation_model_cell_embedding,glm_omicverse,glm-5.1,0,17,376592,34450,4632
A02_normalize_log,glm_omicverse,glm-5.1,2,2,6811,3660,605
G04_16s_taxonomic_collapse,glm_omicverse,glm-5.1,0,14,177274,19262,10341
G05_phylogenetic_diversity,glm_omicverse,glm-5.1,0,27,618956,61570,15523
G01_16s_diversity,glm_omicverse,glm-5.1,2,13,177310,21248,5028
E03_bulk_de_multi_method,glm_omicverse,glm-5.1,0,12,147476,23792,8008
A02_normalize_log,glm_omicverse,glm-5.1,1,2,6836,3685,359
E05_bulk_metabol_multivariate,glm_omicverse,glm-5.1,2,14,124561,13955,5530
E06_pathway_enrichment,glm_omicverse,glm-5.1,2,14,182146,20440,4501
A03_hvg,glm_omicverse,glm-5.1,2,9,44897,7105,1994
G02_multi_method_da,glm_omicverse,glm-5.1,2,14,112233,14051,5254
F02_multi_method_trajectory,glm_omicverse,glm-5.1,0,10,119692,17757,6245
G02_multi_method_da,glm_omicverse,glm-5.1,0,13,109279,13873,5977
G05_phylogenetic_diversity,glm_omicverse,glm-5.1,1,10,124793,17486,9185
G03_16s_ordination_pcoa,glm_omicverse,glm-5.1,2,14,111921,11961,6070
L02_foundation_model_celltype_annotation,glm_omicverse,glm-5.1,1,36,869394,56032,6743
F03_paga_pseudotime,glm_omicverse,glm-5.1,1,8,57378,11268,6722
B09_cnmf_gene_programs,glm_omicverse,glm-5.1,0,26,425475,31728,5791
C04_spatial_trajectory_stt,glm_omicverse,glm-5.1,0,11,161807,30443,5837
G03_16s_ordination_pcoa,glm_omicverse,glm-5.1,1,16,153552,13984,9112
C01_visium_spatial_domain,glm_omicverse,glm-5.1,0,41,1010087,45096,15577
L03_foundation_model_zero_shot_inference,glm_omicverse,glm-5.1,0,16,263633,44092,9247
A01_qc_filter,glm_omicverse,glm-5.1,1,13,121892,14757,5029
L03_foundation_model_zero_shot_inference,glm_omicverse,glm-5.1,1,50,1135013,43531,16068
E01_bulk_deconvolution,glm_omicverse,glm-5.1,0,27,804949,59850,9012
F01_multi_mode_velocity,glm_omicverse,glm-5.1,0,13,135275,15402,6916
B04_multi_method_batch_correction,glm_omicverse,glm-5.1,2,12,136077,18080,7970
L01_foundation_model_cell_embedding,glm_omicverse,glm-5.1,2,50,1937000,92312,12975
C02_visium_hd_svg,glm_omicverse,glm-5.1,1,25,533290,36284,12064
E06_pathway_enrichment,glm_omicverse,glm-5.1,1,14,231958,26997,4828
B11_scrna_cell_cell_communication,glm_omicverse,glm-5.1,0,15,178092,17213,4783
B05_multi_method_annotation,glm_omicverse,glm-5.1,2,10,103311,14063,2298
E07_ppi_network,glm_omicverse,glm-5.1,1,11,133977,19482,4481
B08_aucell_pathway_scoring,glm_omicverse,glm-5.1,0,3,12245,4925,1097
A04_pca_neighbors_umap,glm_omicverse,glm-5.1,1,4,16329,4754,985
E01_bulk_deconvolution,glm_omicverse,glm-5.1,1,11,167470,30569,3719
B01_full_pipeline,glm_omicverse,glm-5.1,2,9,238719,39733,6736
E03_bulk_de_multi_method,glm_omicverse,glm-5.1,2,11,126599,19924,7255
C05_spatial_celltype_deconvolution,glm_omicverse,glm-5.1,2,22,644646,54006,14438
E01_bulk_deconvolution,glm_omicverse,glm-5.1,2,13,217740,36358,4619
F02_multi_method_trajectory,glm_omicverse,glm-5.1,1,17,314009,28917,16504
B10_gene_regulatory_network,glm_omicverse,glm-5.1,1,16,698908,104841,7709
G01_16s_diversity,glm_omicverse,glm-5.1,1,11,63780,7867,3419
F01_multi_mode_velocity,deepseek_baseline,deepseek-v4-pro,0,22,133950,10345,6577
A04_pca_neighbors_umap,deepseek_baseline,deepseek-v4-pro,2,3,4985,2249,901
E07_ppi_network,deepseek_baseline,deepseek-v4-pro,1,16,91755,12016,6842
G03_16s_ordination_pcoa,deepseek_baseline,deepseek-v4-pro,1,16,111999,13178,7030
L04_foundation_model_perturbation_response,deepseek_baseline,deepseek-v4-pro,1,50,1329675,59752,30153
B08_aucell_pathway_scoring,deepseek_baseline,deepseek-v4-pro,2,6,27506,7178,2651
E07_ppi_network,deepseek_baseline,deepseek-v4-flash,1,16,109636,13869,6964
G05_phylogenetic_diversity,deepseek_baseline,deepseek-v4-flash,2,13,84030,13015,6711
C01_visium_spatial_domain,deepseek_baseline,deepseek-v4-pro,2,33,536633,36252,25727
A02_normalize_log,deepseek_baseline,deepseek-v4-flash,1,7,14913,3106,1599
B10_gene_regulatory_network,deepseek_baseline,deepseek-v4-flash,2,50,928278,48212,16479
A01_qc_filter,deepseek_baseline,deepseek-v4-pro,1,29,379328,24762,11129
A02_normalize_log,deepseek_baseline,deepseek-v4-flash,0,2,2539,1500,546
E04_bulk_wgcna,deepseek_baseline,deepseek-v4-flash,1,11,79371,14156,8953
A05_leiden_clustering,deepseek_baseline,deepseek-v4-flash,0,4,8965,3277,1353
F04_multi_backend_pseudotime,deepseek_baseline,deepseek-v4-flash,0,20,159500,19730,10228
E03_bulk_de_multi_method,deepseek_baseline,deepseek-v4-pro,2,21,233273,22940,13137
E01_bulk_deconvolution,deepseek_baseline,deepseek-v4-flash,2,25,850940,69375,43039
F01_multi_mode_velocity,deepseek_baseline,deepseek-v4-flash,2,19,114734,10793,5928
A03_hvg,deepseek_baseline,deepseek-v4-flash,0,3,4594,1982,627
E06_pathway_enrichment,deepseek_baseline,deepseek-v4-flash,2,13,84669,13544,6653
E01_bulk_deconvolution,deepseek_baseline,deepseek-v4-pro,0,30,744772,57516,37717
L02_foundation_model_celltype_annotation,deepseek_baseline,deepseek-v4-flash,2,46,1726309,351434,19121
E06_pathway_enrichment,deepseek_baseline,deepseek-v4-pro,0,18,134081,14763,8094
B05_multi_method_annotation,deepseek_baseline,deepseek-v4-pro,1,23,229779,22053,10420
B02_subset_recluster,deepseek_baseline,deepseek-v4-pro,1,9,26477,4800,2367
F04_multi_backend_pseudotime,deepseek_baseline,deepseek-v4-flash,2,25,207206,18605,10564
E02_bulk2single_synthesis,deepseek_baseline,deepseek-v4-flash,0,17,286579,30568,13161
G01_16s_diversity,deepseek_baseline,deepseek-v4-pro,2,7,34473,7817,3237
B02_subset_recluster,deepseek_baseline,deepseek-v4-pro,2,7,17620,4023,1706
C01_visium_spatial_domain,deepseek_baseline,deepseek-v4-pro,0,30,374155,25884,18995
B08_aucell_pathway_scoring,deepseek_baseline,deepseek-v4-pro,0,8,39408,9565,6869
A05_leiden_clustering,deepseek_baseline,deepseek-v4-pro,1,8,28583,6319,3501
B04_multi_method_batch_correction,deepseek_baseline,deepseek-v4-pro,2,39,648318,31889,17915
G01_16s_diversity,deepseek_baseline,deepseek-v4-pro,1,12,85579,12407,6615
C04_spatial_trajectory_stt,deepseek_baseline,deepseek-v4-flash,0,12,60878,11902,7464
E06_pathway_enrichment,deepseek_baseline,deepseek-v4-flash,1,19,127262,13273,6801
G04_16s_taxonomic_collapse,deepseek_baseline,deepseek-v4-pro,1,27,448031,29301,18086
C01_visium_spatial_domain,deepseek_baseline,deepseek-v4-flash,2,48,859515,48786,27436
G01_16s_diversity,deepseek_baseline,deepseek-v4-pro,0,8,26929,5571,3211
B11_scrna_cell_cell_communication,deepseek_baseline,deepseek-v4-pro,1,20,221134,20335,6470
B06_reference_annotation,deepseek_baseline,deepseek-v4-flash,0,9,84905,28105,6035
A02_normalize_log,deepseek_baseline,deepseek-v4-pro,0,3,4374,1901,873
B10_gene_regulatory_network,deepseek_baseline,deepseek-v4-pro,2,37,1454153,95733,11197
E01_bulk_deconvolution,deepseek_baseline,deepseek-v4-flash,1,20,412895,38619,19518
B02_subset_recluster,deepseek_baseline,deepseek-v4-flash,2,5,11376,3541,1430
G02_multi_method_da,deepseek_baseline,deepseek-v4-flash,1,9,66703,14120,8485
F03_paga_pseudotime,deepseek_baseline,deepseek-v4-flash,1,20,1075559,131154,10841
G05_phylogenetic_diversity,deepseek_baseline,deepseek-v4-pro,0,18,120977,11843,6679
C05_spatial_celltype_deconvolution,deepseek_baseline,deepseek-v4-flash,2,15,216803,22496,5920
A03_hvg,deepseek_baseline,deepseek-v4-pro,2,6,15278,4092,2220
B08_aucell_pathway_scoring,deepseek_baseline,deepseek-v4-flash,2,10,56946,11465,6306
A01_qc_filter,deepseek_baseline,deepseek-v4-pro,2,25,395960,41433,10238
A02_normalize_log,deepseek_baseline,deepseek-v4-pro,2,4,6869,2539,1121
A05_leiden_clustering,deepseek_baseline,deepseek-v4-pro,2,10,47040,8043,5029
L02_foundation_model_celltype_annotation,deepseek_baseline,deepseek-v4-flash,0,50,842038,34985,14488
A04_pca_neighbors_umap,deepseek_baseline,deepseek-v4-flash,1,4,6858,2262,801
F01_multi_mode_velocity,deepseek_baseline,deepseek-v4-pro,2,16,128668,14117,8405
B02_subset_recluster,deepseek_baseline,deepseek-v4-flash,1,3,4799,2148,703
B03_diff_expression,deepseek_baseline,deepseek-v4-pro,2,18,146801,18167,9708
G02_multi_method_da,deepseek_baseline,deepseek-v4-pro,1,9,59092,12138,4689
B02_subset_recluster,deepseek_baseline,deepseek-v4-pro,0,6,13887,3689,1543
F02_multi_method_trajectory,deepseek_baseline,deepseek-v4-pro,2,46,813220,33876,18980
B07_gpt_celltype_annotation,deepseek_baseline,deepseek-v4-flash,0,10,84025,20861,13572
C02_visium_hd_svg,deepseek_baseline,deepseek-v4-pro,1,31,308791,27350,19513
L01_foundation_model_cell_embedding,deepseek_baseline,deepseek-v4-flash,2,50,26067347,980731,10403
B10_gene_regulatory_network,deepseek_baseline,deepseek-v4-pro,1,50,875779,35498,12638
E03_bulk_de_multi_method,deepseek_baseline,deepseek-v4-flash,1,12,60030,9946,5290
B11_scrna_cell_cell_communication,deepseek_baseline,deepseek-v4-flash,0,14,69858,11543,3433
G03_16s_ordination_pcoa,deepseek_baseline,deepseek-v4-pro,0,12,73166,11733,7580
E01_bulk_deconvolution,deepseek_baseline,deepseek-v4-flash,0,13,90280,20538,10663
L01_foundation_model_cell_embedding,deepseek_baseline,deepseek-v4-flash,1,50,1715968,236007,8460
E03_bulk_de_multi_method,deepseek_baseline,deepseek-v4-pro,1,19,206137,20670,13141
E07_ppi_network,deepseek_baseline,deepseek-v4-pro,0,15,84437,11121,6361
A01_qc_filter,deepseek_baseline,deepseek-v4-pro,0,11,62319,11352,4475
B04_multi_method_batch_correction,deepseek_baseline,deepseek-v4-flash,0,21,200927,17932,10790
A03_hvg,deepseek_baseline,deepseek-v4-flash,2,6,15762,3759,1285
B10_gene_regulatory_network,deepseek_baseline,deepseek-v4-flash,0,25,176902,14611,5145
G04_16s_taxonomic_collapse,deepseek_baseline,deepseek-v4-flash,0,7,28020,6633,3024
G01_16s_diversity,deepseek_baseline,deepseek-v4-flash,1,19,157503,15851,8598
B01_full_pipeline,deepseek_baseline,deepseek-v4-pro,1,23,189650,15786,9617
C05_spatial_celltype_deconvolution,deepseek_baseline,deepseek-v4-pro,2,25,503393,37184,17178
G02_multi_method_da,deepseek_baseline,deepseek-v4-flash,0,10,54128,9843,4771
A03_hvg,deepseek_baseline,deepseek-v4-flash,1,7,19908,4259,1617
A02_normalize_log,deepseek_baseline,deepseek-v4-pro,1,4,6612,2297,1050
E03_bulk_de_multi_method,deepseek_baseline,deepseek-v4-flash,2,9,43653,9330,5454
B11_scrna_cell_cell_communication,deepseek_baseline,deepseek-v4-pro,0,14,96559,10662,3715
B11_scrna_cell_cell_communication,deepseek_baseline,deepseek-v4-pro,2,18,218150,28352,20540
B09_cnmf_gene_programs,deepseek_baseline,deepseek-v4-flash,2,10,67765,13509,9282
E04_bulk_wgcna,deepseek_baseline,deepseek-v4-pro,1,29,292375,18152,6438
F04_multi_backend_pseudotime,deepseek_baseline,deepseek-v4-pro,0,22,389926,43253,7488
B06_reference_annotation,deepseek_baseline,deepseek-v4-flash,2,18,415163,42263,5766
G03_16s_ordination_pcoa,deepseek_baseline,deepseek-v4-flash,1,8,50071,10438,4055
G04_16s_taxonomic_collapse,deepseek_baseline,deepseek-v4-pro,0,9,61199,12092,4579
B08_aucell_pathway_scoring,deepseek_baseline,deepseek-v4-flash,0,9,43929,8346,4433
B11_scrna_cell_cell_communication,deepseek_baseline,deepseek-v4-flash,2,21,166763,16193,6426
B06_reference_annotation,deepseek_baseline,deepseek-v4-pro,2,29,431197,28361,16925
E07_ppi_network,deepseek_baseline,deepseek-v4-flash,2,13,62986,9718,5017
B01_full_pipeline,deepseek_baseline,deepseek-v4-flash,1,12,63434,9674,5746
B09_cnmf_gene_programs,deepseek_baseline,deepseek-v4-flash,1,13,92396,12499,9346
L03_foundation_model_zero_shot_inference,deepseek_baseline,deepseek-v4-pro,1,50,898434,38167,15525
L04_foundation_model_perturbation_response,deepseek_baseline,deepseek-v4-flash,0,50,917317,34858,15073
G03_16s_ordination_pcoa,deepseek_baseline,deepseek-v4-flash,0,9,39676,8025,4907
B06_reference_annotation,deepseek_baseline,deepseek-v4-pro,1,16,129072,15277,8902
G04_16s_taxonomic_collapse,deepseek_baseline,deepseek-v4-pro,2,15,126179,14276,6610
F04_multi_backend_pseudotime,deepseek_baseline,deepseek-v4-flash,1,12,58033,10879,7214
C04_spatial_trajectory_stt,deepseek_baseline,deepseek-v4-flash,1,14,68546,9906,4966
G02_multi_method_da,deepseek_baseline,deepseek-v4-pro,0,9,53473,11242,6656
B06_reference_annotation,deepseek_baseline,deepseek-v4-flash,1,20,193165,17808,9337
B10_gene_regulatory_network,deepseek_baseline,deepseek-v4-flash,1,38,671109,41072,18602
F01_multi_mode_velocity,deepseek_baseline,deepseek-v4-flash,0,14,70759,8771,4547
E04_bulk_wgcna,deepseek_baseline,deepseek-v4-pro,0,45,663671,31116,13816
G01_16s_diversity,deepseek_baseline,deepseek-v4-flash,0,7,24840,5627,2769
F02_multi_method_trajectory,deepseek_baseline,deepseek-v4-flash,1,22,178440,17214,9381
B02_subset_recluster,deepseek_baseline,deepseek-v4-flash,0,5,10431,3127,1258
L04_foundation_model_perturbation_response,deepseek_baseline,deepseek-v4-flash,1,50,1158190,59041,26428
F04_multi_backend_pseudotime,deepseek_baseline,deepseek-v4-pro,1,14,76789,10718,5542
C04_spatial_trajectory_stt,deepseek_baseline,deepseek-v4-flash,2,30,457373,34455,17921
A03_hvg,deepseek_baseline,deepseek-v4-pro,1,5,9855,2628,1000
L01_foundation_model_cell_embedding,deepseek_baseline,deepseek-v4-flash,0,50,1630302,212024,14530
A01_qc_filter,deepseek_baseline,deepseek-v4-flash,0,19,141270,13613,6281
F04_multi_backend_pseudotime,deepseek_baseline,deepseek-v4-pro,2,18,114997,13148,8912
E03_bulk_de_multi_method,deepseek_baseline,deepseek-v4-flash,0,17,113461,13222,7178
F03_paga_pseudotime,deepseek_baseline,deepseek-v4-pro,2,21,195736,18365,10593
F03_paga_pseudotime,deepseek_baseline,deepseek-v4-pro,0,14,81565,11932,7456
F01_multi_mode_velocity,deepseek_baseline,deepseek-v4-pro,1,14,78544,9429,5728
E07_ppi_network,deepseek_baseline,deepseek-v4-flash,0,12,61653,11549,4925
B04_multi_method_batch_correction,deepseek_baseline,deepseek-v4-pro,0,26,271597,19862,10930
B05_multi_method_annotation,deepseek_baseline,deepseek-v4-flash,1,13,109415,17279,9480
B05_multi_method_annotation,deepseek_baseline,deepseek-v4-pro,2,17,182484,20788,9690
E01_bulk_deconvolution,deepseek_baseline,deepseek-v4-pro,1,22,382135,37085,23565
L01_foundation_model_cell_embedding,deepseek_baseline,deepseek-v4-pro,2,50,1555700,71081,24463
C05_spatial_celltype_deconvolution,deepseek_baseline,deepseek-v4-pro,1,15,209110,22564,9232
E04_bulk_wgcna,deepseek_baseline,deepseek-v4-flash,0,20,187800,20269,9569
B04_multi_method_batch_correction,deepseek_baseline,deepseek-v4-flash,1,24,228590,17550,9292
G05_phylogenetic_diversity,deepseek_baseline,deepseek-v4-pro,1,41,488850,28102,9337
B09_cnmf_gene_programs,deepseek_baseline,deepseek-v4-pro,0,10,48623,9859,4834
B09_cnmf_gene_programs,deepseek_baseline,deepseek-v4-flash,0,10,79174,16436,8646
G05_phylogenetic_diversity,deepseek_baseline,deepseek-v4-pro,2,40,687145,30661,11680
L02_foundation_model_celltype_annotation,deepseek_baseline,deepseek-v4-flash,1,28,1237888,317522,13732
A02_normalize_log,deepseek_baseline,deepseek-v4-flash,2,6,11540,3012,1379
B05_multi_method_annotation,deepseek_baseline,deepseek-v4-flash,2,17,193186,21581,8321
C01_visium_spatial_domain,deepseek_baseline,deepseek-v4-flash,1,44,1257981,80695,57865
A04_pca_neighbors_umap,deepseek_baseline,deepseek-v4-pro,0,3,4986,2251,772
A04_pca_neighbors_umap,deepseek_baseline,deepseek-v4-pro,1,5,10094,2707,1012
E05_bulk_metabol_multivariate,deepseek_baseline,deepseek-v4-pro,0,8,37961,10407,7206
L03_foundation_model_zero_shot_inference,deepseek_baseline,deepseek-v4-pro,0,36,7601706,449170,19696
B05_multi_method_annotation,deepseek_baseline,deepseek-v4-flash,0,16,147777,20113,10013
F03_paga_pseudotime,deepseek_baseline,deepseek-v4-flash,2,7,20301,5068,2494
B03_diff_expression,deepseek_baseline,deepseek-v4-flash,1,14,81947,13540,6505
G04_16s_taxonomic_collapse,deepseek_baseline,deepseek-v4-flash,2,7,29425,8481,3185
C05_spatial_celltype_deconvolution,deepseek_baseline,deepseek-v4-flash,1,10,83326,13832,5313
A04_pca_neighbors_umap,deepseek_baseline,deepseek-v4-flash,0,2,2759,1682,702
B09_cnmf_gene_programs,deepseek_baseline,deepseek-v4-pro,1,15,116987,14704,11293
F02_multi_method_trajectory,deepseek_baseline,deepseek-v4-pro,1,32,409158,26158,15934
E06_pathway_enrichment,deepseek_baseline,deepseek-v4-flash,0,13,85997,14520,5458
A01_qc_filter,deepseek_baseline,deepseek-v4-flash,1,17,83947,8829,4711
A01_qc_filter,deepseek_baseline,deepseek-v4-flash,2,16,94383,13150,6160
B03_diff_expression,deepseek_baseline,deepseek-v4-pro,1,23,272491,22228,10731
L02_foundation_model_celltype_annotation,deepseek_baseline,deepseek-v4-pro,0,48,1548401,67182,20743
C02_visium_hd_svg,deepseek_baseline,deepseek-v4-flash,1,25,259154,26570,12578
C02_visium_hd_svg,deepseek_baseline,deepseek-v4-pro,2,19,139007,16261,10555
F02_multi_method_trajectory,deepseek_baseline,deepseek-v4-pro,0,23,219533,19173,9913
F01_multi_mode_velocity,deepseek_baseline,deepseek-v4-flash,1,25,207108,16968,9894
B08_aucell_pathway_scoring,deepseek_baseline,deepseek-v4-flash,1,13,73602,10650,5961
C01_visium_spatial_domain,deepseek_baseline,deepseek-v4-flash,0,30,378800,30892,22036
E07_ppi_network,deepseek_baseline,deepseek-v4-pro,2,23,227245,18907,11370
C04_spatial_trajectory_stt,deepseek_baseline,deepseek-v4-pro,1,11,56110,10243,5447
E05_bulk_metabol_multivariate,deepseek_baseline,deepseek-v4-flash,1,16,115074,15760,9635
A05_leiden_clustering,deepseek_baseline,deepseek-v4-flash,2,16,104952,11970,7146
B03_diff_expression,deepseek_baseline,deepseek-v4-pro,0,15,95576,16000,9044
C01_visium_spatial_domain,deepseek_baseline,deepseek-v4-pro,1,44,731019,32145,22218
F02_multi_method_trajectory,deepseek_baseline,deepseek-v4-flash,2,23,221047,20923,12592
B01_full_pipeline,deepseek_baseline,deepseek-v4-pro,0,22,168977,14238,7386
C05_spatial_celltype_deconvolution,deepseek_baseline,deepseek-v4-pro,0,25,394900,33825,18241
L04_foundation_model_perturbation_response,deepseek_baseline,deepseek-v4-pro,0,60,1697738,63177,29830
L03_foundation_model_zero_shot_inference,deepseek_baseline,deepseek-v4-flash,1,33,5894503,283304,20590
L04_foundation_model_perturbation_response,deepseek_baseline,deepseek-v4-pro,2,45,1510681,74879,42391
E03_bulk_de_multi_method,deepseek_baseline,deepseek-v4-pro,0,17,170973,19512,8180
C02_visium_hd_svg,deepseek_baseline,deepseek-v4-flash,0,17,115165,14537,7724
A04_pca_neighbors_umap,deepseek_baseline,deepseek-v4-flash,2,7,14754,3325,1438
G03_16s_ordination_pcoa,deepseek_baseline,deepseek-v4-pro,2,10,47972,9747,6722
E01_bulk_deconvolution,deepseek_baseline,deepseek-v4-pro,2,33,980917,64336,40815
L03_foundation_model_zero_shot_inference,deepseek_baseline,deepseek-v4-flash,0,45,8218016,899834,13122
C05_spatial_celltype_deconvolution,deepseek_baseline,deepseek-v4-flash,0,12,77038,12508,5471
B11_scrna_cell_cell_communication,deepseek_baseline,deepseek-v4-flash,1,21,185386,19952,5494
G05_phylogenetic_diversity,deepseek_baseline,deepseek-v4-flash,0,15,95266,12457,8086
E06_pathway_enrichment,deepseek_baseline,deepseek-v4-pro,1,14,118432,19012,6327
G03_16s_ordination_pcoa,deepseek_baseline,deepseek-v4-flash,2,5,14891,4996,2589
C02_visium_hd_svg,deepseek_baseline,deepseek-v4-pro,0,24,161154,13988,7960
E05_bulk_metabol_multivariate,deepseek_baseline,deepseek-v4-flash,2,19,126178,12815,6894
C04_spatial_trajectory_stt,deepseek_baseline,deepseek-v4-pro,2,16,120345,14519,8357
C02_visium_hd_svg,deepseek_baseline,deepseek-v4-flash,2,26,283151,24608,16320
B09_cnmf_gene_programs,deepseek_baseline,deepseek-v4-pro,2,12,47221,8317,5691
A05_leiden_clustering,deepseek_baseline,deepseek-v4-pro,0,7,23717,5920,3415
B03_diff_expression,deepseek_baseline,deepseek-v4-flash,0,13,61969,11228,4739
F03_paga_pseudotime,deepseek_baseline,deepseek-v4-pro,1,11,52907,8568,4436
E04_bulk_wgcna,deepseek_baseline,deepseek-v4-flash,2,17,258069,39578,11675
E06_pathway_enrichment,deepseek_baseline,deepseek-v4-pro,2,17,112805,14216,7382
G05_phylogenetic_diversity,deepseek_baseline,deepseek-v4-flash,1,26,282189,24172,9951
E05_bulk_metabol_multivariate,deepseek_baseline,deepseek-v4-pro,2,16,107383,13915,8364
B04_multi_method_batch_correction,deepseek_baseline,deepseek-v4-flash,2,18,156574,14505,7505
B10_gene_regulatory_network,deepseek_baseline,deepseek-v4-pro,0,25,185808,17523,5988
L01_foundation_model_cell_embedding,deepseek_baseline,deepseek-v4-pro,0,50,1382842,52810,17397
L03_foundation_model_zero_shot_inference,deepseek_baseline,deepseek-v4-pro,2,41,869538,63271,22463
F03_paga_pseudotime,deepseek_baseline,deepseek-v4-flash,0,20,196497,18175,9391
C03_spatial_ccc,deepseek_baseline,deepseek-v4-flash,0,21,201791,21332,7205
